image,label
ISIC_0001148_downsampled,1
ISIC_0033454,1
ISIC_0054324,5
ISIC_0070863,8
ISIC_0029226,2
ISIC_0026766,3
ISIC_0065579,3
ISIC_0063472,2
ISIC_0029459,2
ISIC_0072074,2
ISIC_0054683,2
ISIC_0060319,1
ISIC_0025074,2
ISIC_0056111,2
ISIC_0025397,2
ISIC_0065353,2
ISIC_0055880,2
ISIC_0026187,2
ISIC_0026925,2
ISIC_0063993,5
ISIC_0071500,4
ISIC_0058639,4
ISIC_0055320,5
ISIC_0024642,2
ISIC_0064349,1
ISIC_0053833,2
ISIC_0029715,8
ISIC_0015347_downsampled,2
ISIC_0028944,2
ISIC_0055671,3
ISIC_0066643,1
ISIC_0014803_downsampled,2
ISIC_0068931,1
ISIC_0059671,1
ISIC_0060168,3
ISIC_0032633,2
ISIC_0024736,2
ISIC_0026691,2
ISIC_0015972_downsampled,2
ISIC_0057611,1
ISIC_0027996,5
ISIC_0058165,2
ISIC_0026186,2
ISIC_0072023,3
ISIC_0062474,1
ISIC_0000124_downsampled,2
ISIC_0066272,4
ISIC_0061266,2
ISIC_0026515,2
ISIC_0062639,1
ISIC_0057923,2
ISIC_0013626_downsampled,1
ISIC_0068391,2
ISIC_0062940,4
ISIC_0069690,2
ISIC_0071895,2
ISIC_0032839,7
ISIC_0033706,2
ISIC_0014943_downsampled,2
ISIC_0058515,8
ISIC_0054113,3
ISIC_0026685,2
ISIC_0033700,1
ISIC_0028019,2
ISIC_0032500,2
ISIC_0027685,2
ISIC_0067524,3
ISIC_0066939,3
ISIC_0056039,3
ISIC_0025458,2
ISIC_0033950,2
ISIC_0031373,2
ISIC_0001372_downsampled,2
ISIC_0032436,2
ISIC_0054509,2
ISIC_0030798,1
ISIC_0065368,3
ISIC_0055945,2
ISIC_0032154,8
ISIC_0026027,2
ISIC_0062561,5
ISIC_0061238,8
ISIC_0057277,2
ISIC_0027108,2
ISIC_0061595,1
ISIC_0031740,2
ISIC_0031346,7
ISIC_0028736,2
ISIC_0055294,2
ISIC_0027737,5
ISIC_0014454_downsampled,1
ISIC_0063903,2
ISIC_0058905,3
ISIC_0069440,2
ISIC_0024672,5
ISIC_0067041,2
ISIC_0065601,2
ISIC_0027926,2
ISIC_0031236,3
ISIC_0063650,2
ISIC_0025451,1
ISIC_0054843,3
ISIC_0028077,2
ISIC_0027839,2
ISIC_0031349,5
ISIC_0028136,2
ISIC_0072941,2
ISIC_0055008,1
ISIC_0024774,5
ISIC_0026267,2
ISIC_0032013,5
ISIC_0025519,5
ISIC_0064382,2
ISIC_0057225,4
ISIC_0032537,1
ISIC_0025434,5
ISIC_0032234,2
ISIC_0010051,2
ISIC_0025935,2
ISIC_0060550,2
ISIC_0067044,8
ISIC_0000522,1
ISIC_0014310_downsampled,5
ISIC_0064343,2
ISIC_0031361,2
ISIC_0015156_downsampled,1
ISIC_0028476,2
ISIC_0057529,2
ISIC_0025185,2
ISIC_0061490,3
ISIC_0063205,3
ISIC_0027922,2
ISIC_0073021,5
ISIC_0027654,2
ISIC_0011146,2
ISIC_0029836,5
ISIC_0055046,1
ISIC_0026033,2
ISIC_0060254,3
ISIC_0054955,2
ISIC_0029243,5
ISIC_0063419,3
ISIC_0057522,2
ISIC_0034011,5
ISIC_0029422,2
ISIC_0012876_downsampled,2
ISIC_0025905,2
ISIC_0011387,1
ISIC_0031325,2
ISIC_0033310,1
ISIC_0065028,3
ISIC_0053971,1
ISIC_0056113,1
ISIC_0030965,5
ISIC_0032093,2
ISIC_0060479,5
ISIC_0057133,2
ISIC_0063209,3
ISIC_0067303,3
ISIC_0027993,2
ISIC_0029537,2
ISIC_0026619,2
ISIC_0064699,3
ISIC_0031405,2
ISIC_0060052,2
ISIC_0069507,2
ISIC_0024421,2
ISIC_0067256,3
ISIC_0056287,3
ISIC_0068897,1
ISIC_0024554,1
ISIC_0070532,3
ISIC_0025443,2
ISIC_0027468,2
ISIC_0072405,1
ISIC_0069540,1
ISIC_0013922_downsampled,2
ISIC_0014975_downsampled,1
ISIC_0070253,1
ISIC_0027056,2
ISIC_0062574,5
ISIC_0027662,2
ISIC_0062121,3
ISIC_0053796,1
ISIC_0009909,2
ISIC_0066946,5
ISIC_0029702,2
ISIC_0067603,2
ISIC_0070853,3
ISIC_0034088,2
ISIC_0054740,3
ISIC_0067759,4
ISIC_0057815,1
ISIC_0033705,4
ISIC_0000525,2
ISIC_0056235,3
ISIC_0032735,2
ISIC_0030248,2
ISIC_0068448,2
ISIC_0014225_downsampled,2
ISIC_0027394,5
ISIC_0029223,2
ISIC_0063597,3
ISIC_0025104,2
ISIC_0064578,3
ISIC_0057953,1
ISIC_0033486,5
ISIC_0026191,2
ISIC_0061648,2
ISIC_0054304,2
ISIC_0054179,1
ISIC_0028456,2
ISIC_0028119,2
ISIC_0012550_downsampled,2
ISIC_0053573,8
ISIC_0029307,2
ISIC_0029073,2
ISIC_0059324,3
ISIC_0069326,2
ISIC_0026854,2
ISIC_0070380,1
ISIC_0056822,2
ISIC_0027000,2
ISIC_0000341,2
ISIC_0054685,2
ISIC_0015006_downsampled,5
ISIC_0028909,2
ISIC_0031515,2
ISIC_0033010,2
ISIC_0055818,1
ISIC_0067564,1
ISIC_0061945,1
ISIC_0069759,4
ISIC_0053708,4
ISIC_0053626,3
ISIC_0056503,3
ISIC_0030029,2
ISIC_0069194,4
ISIC_0025197,7
ISIC_0056330,1
ISIC_0027500,2
ISIC_0009914,2
ISIC_0014286_downsampled,2
ISIC_0072250,8
ISIC_0069620,1
ISIC_0061730,4
ISIC_0010229,2
ISIC_0055509,3
ISIC_0029464,5
ISIC_0030464,2
ISIC_0055592,2
ISIC_0031364,2
ISIC_0057998,3
ISIC_0024969,2
ISIC_0032935,2
ISIC_0067850,3
ISIC_0029722,2
ISIC_0031338,2
ISIC_0013635_downsampled,5
ISIC_0073222,2
ISIC_0000319,2
ISIC_0055749,2
ISIC_0025055,2
ISIC_0030167,2
ISIC_0032864,2
ISIC_0028271,2
ISIC_0033290,2
ISIC_0014863_downsampled,2
ISIC_0059049,5
ISIC_0062441,2
ISIC_0066671,1
ISIC_0034170,1
ISIC_0066156,1
ISIC_0025970,2
ISIC_0014430_downsampled,2
ISIC_0026878,2
ISIC_0027848,2
ISIC_0055133,2
ISIC_0054066,2
ISIC_0067218,4
ISIC_0029204,2
ISIC_0033431,1
ISIC_0025977,2
ISIC_0060086,3
ISIC_0065303,3
ISIC_0060904,2
ISIC_0025554,5
ISIC_0030169,2
ISIC_0031456,2
ISIC_0026980,2
ISIC_0053584,2
ISIC_0031502,2
ISIC_0029442,2
ISIC_0032719,5
ISIC_0026440,2
ISIC_0027731,2
ISIC_0012911_downsampled,2
ISIC_0066458,2
ISIC_0032866,7
ISIC_0072768,1
ISIC_0031719,7
ISIC_0033850,2
ISIC_0013615_downsampled,1
ISIC_0057368,5
ISIC_0033275,1
ISIC_0014703_downsampled,1
ISIC_0061615,3
ISIC_0059772,2
ISIC_0034201,5
ISIC_0072729,2
ISIC_0068727,1
ISIC_0000092_downsampled,2
ISIC_0025639,2
ISIC_0028436,2
ISIC_0013796_downsampled,2
ISIC_0014822_downsampled,2
ISIC_0056452,2
ISIC_0058458,1
ISIC_0029490,2
ISIC_0033709,5
ISIC_0013059_downsampled,5
ISIC_0064637,2
ISIC_0033550,8
ISIC_0062301,1
ISIC_0015035_downsampled,2
ISIC_0031692,8
ISIC_0025174,2
ISIC_0030888,2
ISIC_0024974,2
ISIC_0070042,2
ISIC_0069097,2
ISIC_0031619,5
ISIC_0054911,5
ISIC_0029369,2
ISIC_0010170,2
ISIC_0056022,2
ISIC_0061690,8
ISIC_0028920,5
ISIC_0032159,5
ISIC_0057899,8
ISIC_0068473,2
ISIC_0031805,2
ISIC_0030545,2
ISIC_0014349_downsampled,1
ISIC_0071097,2
ISIC_0070484,4
ISIC_0031039,2
ISIC_0032796,2
ISIC_0071114,3
ISIC_0061899,5
ISIC_0014806_downsampled,5
ISIC_0031676,2
ISIC_0033779,1
ISIC_0024458,2
ISIC_0059104,1
ISIC_0034308,2
ISIC_0072824,1
ISIC_0065600,2
ISIC_0057140,2
ISIC_0072127,3
ISIC_0071258,1
ISIC_0032160,2
ISIC_0030381,2
ISIC_0060239,1
ISIC_0033675,6
ISIC_0028665,2
ISIC_0030600,2
ISIC_0027701,2
ISIC_0060155,1
ISIC_0059390,2
ISIC_0029395,2
ISIC_0025516,2
ISIC_0059360,4
ISIC_0067277,3
ISIC_0072106,2
ISIC_0060672,1
ISIC_0058957,1
ISIC_0032054,2
ISIC_0056470,2
ISIC_0066256,5
ISIC_0071417,4
ISIC_0027789,2
ISIC_0012400_downsampled,2
ISIC_0064340,3
ISIC_0071230,2
ISIC_0032077,2
ISIC_0028877,3
ISIC_0013443_downsampled,5
ISIC_0025242,2
ISIC_0031210,2
ISIC_0059134,3
ISIC_0054799,3
ISIC_0066786,4
ISIC_0053629,2
ISIC_0068035,2
ISIC_0060098,4
ISIC_0053628,1
ISIC_0055099,4
ISIC_0053788,2
ISIC_0064091,2
ISIC_0033523,5
ISIC_0028286,2
ISIC_0060336,2
ISIC_0034296,5
ISIC_0058699,3
ISIC_0033506,2
ISIC_0028235,2
ISIC_0027868,2
ISIC_0066750,1
ISIC_0031840,2
ISIC_0030688,2
ISIC_0060147,1
ISIC_0068374,2
ISIC_0029359,2
ISIC_0065314,3
ISIC_0033170,2
ISIC_0025057,2
ISIC_0013465_downsampled,5
ISIC_0063609,2
ISIC_0030170,2
ISIC_0064565,2
ISIC_0026728,5
ISIC_0033087,2
ISIC_0024680,2
ISIC_0064200,3
ISIC_0027956,1
ISIC_0031730,2
ISIC_0067036,2
ISIC_0030235,2
ISIC_0054717,3
ISIC_0064403,2
ISIC_0015163_downsampled,1
ISIC_0033355,2
ISIC_0065796,2
ISIC_0068882,1
ISIC_0026688,2
ISIC_0062389,1
ISIC_0061460,2
ISIC_0063843,2
ISIC_0062375,2
ISIC_0034209,2
ISIC_0032155,2
ISIC_0031283,2
ISIC_0062713,1
ISIC_0064524,4
ISIC_0062537,2
ISIC_0068918,1
ISIC_0025701,2
ISIC_0033811,4
ISIC_0012685_downsampled,2
ISIC_0027037,5
ISIC_0072091,2
ISIC_0026256,2
ISIC_0024616,2
ISIC_0033916,2
ISIC_0071652,2
ISIC_0031268,2
ISIC_0064301,5
ISIC_0070988,5
ISIC_0034160,3
ISIC_0029826,2
ISIC_0033634,2
ISIC_0030562,2
ISIC_0025038,5
ISIC_0053557,2
ISIC_0064289,2
ISIC_0066920,5
ISIC_0027986,2
ISIC_0033975,1
ISIC_0069282,4
ISIC_0025676,2
ISIC_0027254,4
ISIC_0065129,3
ISIC_0058673,6
ISIC_0066570,3
ISIC_0028377,2
ISIC_0066297,3
ISIC_0010184,2
ISIC_0026335,5
ISIC_0073245,2
ISIC_0058794,1
ISIC_0062503,2
ISIC_0013807_downsampled,2
ISIC_0032259,2
ISIC_0071674,2
ISIC_0070693,5
ISIC_0028504,2
ISIC_0061729,2
ISIC_0062875,3
ISIC_0060596,3
ISIC_0053649,3
ISIC_0071795,8
ISIC_0010455,2
ISIC_0061994,1
ISIC_0015115_downsampled,1
ISIC_0028337,2
ISIC_0025007,2
ISIC_0028252,2
ISIC_0066858,4
ISIC_0066805,2
ISIC_0024755,2
ISIC_0058631,3
ISIC_0025656,5
ISIC_0027807,2
ISIC_0032062,2
ISIC_0055359,1
ISIC_0029882,2
ISIC_0032237,2
ISIC_0065417,1
ISIC_0025806,2
ISIC_0030852,2
ISIC_0031784,1
ISIC_0012167_downsampled,2
ISIC_0067029,7
ISIC_0054090,1
ISIC_0033993,2
ISIC_0032429,3
ISIC_0055376,1
ISIC_0064882,2
ISIC_0028627,2
ISIC_0056638,1
ISIC_0057421,8
ISIC_0064579,8
ISIC_0025939,5
ISIC_0026755,2
ISIC_0056136,1
ISIC_0025296,2
ISIC_0063148,1
ISIC_0056232,1
ISIC_0063181,1
ISIC_0026926,2
ISIC_0030823,2
ISIC_0066320,1
ISIC_0027797,1
ISIC_0029694,2
ISIC_0014728_downsampled,2
ISIC_0068230,2
ISIC_0025509,3
ISIC_0034276,3
ISIC_0028492,2
ISIC_0071108,4
ISIC_0028716,2
ISIC_0031348,2
ISIC_0028376,5
ISIC_0071366,3
ISIC_0014802_downsampled,2
ISIC_0061580,1
ISIC_0012351_downsampled,2
ISIC_0015995_downsampled,2
ISIC_0060222,1
ISIC_0071007,4
ISIC_0066258,5
ISIC_0059528,3
ISIC_0031793,2
ISIC_0024395,2
ISIC_0068402,3
ISIC_0032209,2
ISIC_0058994,4
ISIC_0055358,2
ISIC_0066434,2
ISIC_0029589,2
ISIC_0010596,1
ISIC_0058593,4
ISIC_0013025_downsampled,2
ISIC_0030350,2
ISIC_0024409,5
ISIC_0025898,2
ISIC_0055591,2
ISIC_0068203,8
ISIC_0027983,7
ISIC_0031438,2
ISIC_0025795,2
ISIC_0024462,2
ISIC_0059219,1
ISIC_0029952,2
ISIC_0027344,5
ISIC_0065310,3
ISIC_0014791_downsampled,2
ISIC_0025608,2
ISIC_0068741,2
ISIC_0013015_downsampled,2
ISIC_0068088,2
ISIC_0055611,2
ISIC_0013226_downsampled,2
ISIC_0029819,1
ISIC_0032950,2
ISIC_0069365,1
ISIC_0031118,1
ISIC_0056555,2
ISIC_0000351,2
ISIC_0024999,1
ISIC_0027786,3
ISIC_0031821,1
ISIC_0066604,2
ISIC_0029659,4
ISIC_0057785,2
ISIC_0025788,2
ISIC_0026449,2
ISIC_0062989,2
ISIC_0058085,2
ISIC_0064867,2
ISIC_0029712,2
ISIC_0015991_downsampled,2
ISIC_0060630,1
ISIC_0026405,2
ISIC_0026032,2
ISIC_0033542,2
ISIC_0059395,8
ISIC_0030268,2
ISIC_0032122,2
ISIC_0071132,1
ISIC_0026020,2
ISIC_0061565,2
ISIC_0058157,2
ISIC_0061909,3
ISIC_0033587,5
ISIC_0056694,1
ISIC_0058155,3
ISIC_0063302,1
ISIC_0026403,2
ISIC_0059477,2
ISIC_0056466,2
ISIC_0070831,3
ISIC_0033635,5
ISIC_0061059,4
ISIC_0068451,3
ISIC_0024667,2
ISIC_0032552,1
ISIC_0062903,8
ISIC_0057774,2
ISIC_0067327,2
ISIC_0031135,2
ISIC_0054715,2
ISIC_0059847,3
ISIC_0029512,1
ISIC_0071788,1
ISIC_0060827,1
ISIC_0030626,2
ISIC_0053840,3
ISIC_0072087,1
ISIC_0068178,1
ISIC_0071901,1
ISIC_0030599,2
ISIC_0059000,2
ISIC_0032221,2
ISIC_0072203,2
ISIC_0031242,2
ISIC_0025298,2
ISIC_0057275,3
ISIC_0025872,2
ISIC_0063529,3
ISIC_0065461,2
ISIC_0013767_downsampled,1
ISIC_0031073,2
ISIC_0033103,1
ISIC_0027960,5
ISIC_0065963,3
ISIC_0070727,1
ISIC_0064219,2
ISIC_0059484,7
ISIC_0069773,3
ISIC_0029675,2
ISIC_0025027,2
ISIC_0064341,1
ISIC_0028875,2
ISIC_0032724,1
ISIC_0060004,5
ISIC_0012657_downsampled,2
ISIC_0055301,2
ISIC_0033544,2
ISIC_0029996,2
ISIC_0024810,2
ISIC_0033064,2
ISIC_0054838,2
ISIC_0057893,3
ISIC_0057254,2
ISIC_0033280,5
ISIC_0015251_downsampled,1
ISIC_0066379,1
ISIC_0027518,2
ISIC_0072286,1
ISIC_0027569,2
ISIC_0067513,1
ISIC_0013190_downsampled,2
ISIC_0069947,2
ISIC_0071283,2
ISIC_0069926,3
ISIC_0033630,1
ISIC_0054925,2
ISIC_0032289,2
ISIC_0013044_downsampled,2
ISIC_0063503,3
ISIC_0028943,5
ISIC_0055169,1
ISIC_0066940,3
ISIC_0071218,1
ISIC_0031986,3
ISIC_0066478,3
ISIC_0069007,2
ISIC_0055087,1
ISIC_0064555,3
ISIC_0070009,1
ISIC_0065498,5
ISIC_0032698,1
ISIC_0054251,1
ISIC_0026104,5
ISIC_0056573,1
ISIC_0072993,3
ISIC_0025719,5
ISIC_0026636,2
ISIC_0061548,3
ISIC_0013128_downsampled,2
ISIC_0025054,2
ISIC_0010249,2
ISIC_0013146_downsampled,5
ISIC_0069383,2
ISIC_0070856,1
ISIC_0000361,2
ISIC_0030886,2
ISIC_0027351,2
ISIC_0026505,2
ISIC_0030404,2
ISIC_0068843,4
ISIC_0032772,2
ISIC_0024316,2
ISIC_0027278,2
ISIC_0068250,3
ISIC_0013672_downsampled,1
ISIC_0013219_downsampled,2
ISIC_0026896,2
ISIC_0024681,2
ISIC_0071321,1
ISIC_0010322,1
ISIC_0071302,2
ISIC_0031885,2
ISIC_0013409_downsampled,5
ISIC_0073207,2
ISIC_0067863,5
ISIC_0060558,1
ISIC_0026490,7
ISIC_0034281,2
ISIC_0055477,2
ISIC_0063680,1
ISIC_0066890,3
ISIC_0029118,2
ISIC_0030434,2
ISIC_0001128_downsampled,1
ISIC_0067208,1
ISIC_0000510,2
ISIC_0060949,1
ISIC_0065329,4
ISIC_0061784,2
ISIC_0062944,1
ISIC_0033121,2
ISIC_0033151,4
ISIC_0032799,3
ISIC_0068867,2
ISIC_0059525,1
ISIC_0069133,3
ISIC_0066569,3
ISIC_0054994,3
ISIC_0064137,5
ISIC_0034298,2
ISIC_0064507,1
ISIC_0032352,2
ISIC_0053758,2
ISIC_0033135,7
ISIC_0013304_downsampled,2
ISIC_0063806,3
ISIC_0069629,4
ISIC_0000390_downsampled,1
ISIC_0067049,3
ISIC_0063271,1
ISIC_0072499,8
ISIC_0069518,4
ISIC_0071470,1
ISIC_0059424,1
ISIC_0063141,2
ISIC_0063726,3
ISIC_0066197,3
ISIC_0071649,3
ISIC_0033910,5
ISIC_0032519,2
ISIC_0062914,1
ISIC_0029902,2
ISIC_0061429,2
ISIC_0030435,2
ISIC_0071844,6
ISIC_0010022,2
ISIC_0026273,5
ISIC_0030668,2
ISIC_0000195_downsampled,2
ISIC_0033808,6
ISIC_0026568,2
ISIC_0032881,2
ISIC_0030259,2
ISIC_0031822,2
ISIC_0031156,2
ISIC_0029432,2
ISIC_0028963,2
ISIC_0030010,3
ISIC_0068159,3
ISIC_0063512,3
ISIC_0025881,2
ISIC_0032261,2
ISIC_0058896,2
ISIC_0033890,2
ISIC_0060943,2
ISIC_0063026,1
ISIC_0063606,1
ISIC_0063931,3
ISIC_0065664,3
ISIC_0028693,3
ISIC_0014677_downsampled,2
ISIC_0070980,5
ISIC_0030039,2
ISIC_0070128,3
ISIC_0010189,1
ISIC_0029868,2
ISIC_0065612,4
ISIC_0056805,2
ISIC_0012517_downsampled,5
ISIC_0029267,2
ISIC_0033018,2
ISIC_0028804,2
ISIC_0033448,2
ISIC_0054504,3
ISIC_0065554,5
ISIC_0072427,3
ISIC_0033354,3
ISIC_0061081,3
ISIC_0025244,7
ISIC_0064490,4
ISIC_0029619,2
ISIC_0013995_downsampled,1
ISIC_0058401,6
ISIC_0062447,1
ISIC_0063768,2
ISIC_0061000,1
ISIC_0012173_downsampled,5
ISIC_0067927,1
ISIC_0062042,1
ISIC_0033541,2
ISIC_0030180,2
ISIC_0062425,1
ISIC_0033021,2
ISIC_0024624,1
ISIC_0066475,2
ISIC_0032705,2
ISIC_0031769,2
ISIC_0013927_downsampled,5
ISIC_0061676,3
ISIC_0067916,2
ISIC_0028487,2
ISIC_0033617,2
ISIC_0060846,2
ISIC_0065718,2
ISIC_0070744,3
ISIC_0026521,2
ISIC_0070862,2
ISIC_0029042,2
ISIC_0069603,2
ISIC_0026060,5
ISIC_0063319,2
ISIC_0065038,2
ISIC_0062286,1
ISIC_0059055,5
ISIC_0072978,3
ISIC_0060860,2
ISIC_0032419,2
ISIC_0000467,2
ISIC_0030618,2
ISIC_0066917,6
ISIC_0001105_downsampled,1
ISIC_0053546,3
ISIC_0011177,2
ISIC_0064612,3
ISIC_0027336,2
ISIC_0057915,3
ISIC_0031637,2
ISIC_0032296,2
ISIC_0062048,1
ISIC_0055316,7
ISIC_0054422,2
ISIC_0070017,1
ISIC_0053740,1
ISIC_0033242,2
ISIC_0024727,2
ISIC_0068141,2
ISIC_0056210,1
ISIC_0030998,5
ISIC_0073210,1
ISIC_0063878,4
ISIC_0058006,3
ISIC_0014093_downsampled,2
ISIC_0027251,2
ISIC_0059729,3
ISIC_0012666_downsampled,5
ISIC_0031618,2
ISIC_0026176,2
ISIC_0069896,2
ISIC_0027164,2
ISIC_0027533,5
ISIC_0063297,8
ISIC_0063136,5
ISIC_0034070,5
ISIC_0063191,1
ISIC_0030015,6
ISIC_0063195,3
ISIC_0027813,2
ISIC_0031248,2
ISIC_0056995,3
ISIC_0060114,1
ISIC_0060050,2
ISIC_0070438,2
ISIC_0024693,2
ISIC_0060122,4
ISIC_0024872,2
ISIC_0028042,2
ISIC_0067319,2
ISIC_0068842,8
ISIC_0026944,2
ISIC_0028433,2
ISIC_0071873,3
ISIC_0030315,2
ISIC_0055187,2
ISIC_0069104,3
ISIC_0055514,5
ISIC_0065034,2
ISIC_0028174,2
ISIC_0012522_downsampled,5
ISIC_0027062,2
ISIC_0073008,2
ISIC_0031808,5
ISIC_0071662,5
ISIC_0014904_downsampled,2
ISIC_0024730,2
ISIC_0069530,2
ISIC_0000237,2
ISIC_0030727,2
ISIC_0070913,1
ISIC_0064460,3
ISIC_0060703,1
ISIC_0015291_downsampled,2
ISIC_0031872,5
ISIC_0027202,5
ISIC_0064873,2
ISIC_0011102,2
ISIC_0063492,1
ISIC_0026609,2
ISIC_0031274,2
ISIC_0015125_downsampled,2
ISIC_0029790,2
ISIC_0064189,2
ISIC_0024887,2
ISIC_0027360,2
ISIC_0033886,1
ISIC_0028582,1
ISIC_0072595,1
ISIC_0073183,2
ISIC_0032621,2
ISIC_0025135,2
ISIC_0027022,2
ISIC_0057172,1
ISIC_0033650,2
ISIC_0061254,3
ISIC_0024896,2
ISIC_0030333,1
ISIC_0056790,1
ISIC_0025251,2
ISIC_0061270,3
ISIC_0027067,1
ISIC_0057551,3
ISIC_0026109,2
ISIC_0026331,2
ISIC_0028718,1
ISIC_0059063,3
ISIC_0057329,5
ISIC_0024817,2
ISIC_0031973,2
ISIC_0033127,5
ISIC_0032843,5
ISIC_0053973,1
ISIC_0026441,5
ISIC_0029479,2
ISIC_0067135,3
ISIC_0063460,5
ISIC_0069112,1
ISIC_0013529_downsampled,2
ISIC_0065619,2
ISIC_0000269,2
ISIC_0026078,2
ISIC_0030138,3
ISIC_0015133_downsampled,1
ISIC_0029092,1
ISIC_0060132,1
ISIC_0058683,2
ISIC_0028389,5
ISIC_0030469,2
ISIC_0026340,2
ISIC_0032846,2
ISIC_0062962,3
ISIC_0013782_downsampled,5
ISIC_0054156,3
ISIC_0025167,2
ISIC_0063099,2
ISIC_0033074,1
ISIC_0025964,1
ISIC_0055906,2
ISIC_0033937,2
ISIC_0062184,4
ISIC_0055353,3
ISIC_0067163,3
ISIC_0063155,2
ISIC_0034219,2
ISIC_0055305,2
ISIC_0064143,8
ISIC_0031983,2
ISIC_0066848,1
ISIC_0033710,1
ISIC_0067068,2
ISIC_0058349,3
ISIC_0030136,2
ISIC_0066488,2
ISIC_0026142,5
ISIC_0072358,1
ISIC_0032241,2
ISIC_0061250,1
ISIC_0026473,6
ISIC_0067089,3
ISIC_0065399,5
ISIC_0033165,2
ISIC_0031389,1
ISIC_0031019,2
ISIC_0031320,2
ISIC_0057542,3
ISIC_0026401,2
ISIC_0012538_downsampled,2
ISIC_0062194,3
ISIC_0024339,2
ISIC_0063868,5
ISIC_0068489,3
ISIC_0069986,1
ISIC_0065633,4
ISIC_0000546,2
ISIC_0055249,1
ISIC_0014820_downsampled,2
ISIC_0031501,2
ISIC_0057958,5
ISIC_0057290,5
ISIC_0031842,2
ISIC_0028183,2
ISIC_0028710,5
ISIC_0060163,1
ISIC_0025731,3
ISIC_0067436,2
ISIC_0053537,3
ISIC_0070108,1
ISIC_0033788,2
ISIC_0064058,1
ISIC_0027050,2
ISIC_0054432,4
ISIC_0072522,1
ISIC_0025732,1
ISIC_0071690,4
ISIC_0026211,2
ISIC_0071771,1
ISIC_0071040,1
ISIC_0071505,2
ISIC_0026422,5
ISIC_0031806,2
ISIC_0034286,2
ISIC_0025216,2
ISIC_0066547,5
ISIC_0009976,2
ISIC_0053652,2
ISIC_0068233,1
ISIC_0058298,1
ISIC_0028667,2
ISIC_0011373,2
ISIC_0068126,2
ISIC_0059170,1
ISIC_0030043,2
ISIC_0031811,2
ISIC_0058420,3
ISIC_0013207_downsampled,2
ISIC_0033774,2
ISIC_0027141,6
ISIC_0015113_downsampled,5
ISIC_0057610,8
ISIC_0054996,2
ISIC_0024414,2
ISIC_0059743,2
ISIC_0070092,1
ISIC_0067855,4
ISIC_0025307,2
ISIC_0053933,1
ISIC_0066724,2
ISIC_0069267,1
ISIC_0033917,2
ISIC_0027594,2
ISIC_0027622,1
ISIC_0061800,2
ISIC_0072868,1
ISIC_0065742,1
ISIC_0054554,2
ISIC_0027340,2
ISIC_0054288,1
ISIC_0064632,1
ISIC_0024503,2
ISIC_0065415,5
ISIC_0059741,3
ISIC_0063547,2
ISIC_0012654_downsampled,2
ISIC_0030210,2
ISIC_0030289,2
ISIC_0060785,2
ISIC_0027063,1
ISIC_0055795,5
ISIC_0070216,2
ISIC_0024505,5
ISIC_0060962,1
ISIC_0027520,2
ISIC_0015563_downsampled,2
ISIC_0063485,3
ISIC_0024623,5
ISIC_0065977,2
ISIC_0060683,3
ISIC_0033119,2
ISIC_0031982,2
ISIC_0000475,2
ISIC_0056327,2
ISIC_0025437,2
ISIC_0070993,4
ISIC_0025448,2
ISIC_0068713,1
ISIC_0072441,1
ISIC_0026899,2
ISIC_0062116,4
ISIC_0000099_downsampled,2
ISIC_0057531,1
ISIC_0069903,2
ISIC_0026778,2
ISIC_0030525,2
ISIC_0014574_downsampled,5
ISIC_0068164,1
ISIC_0054565,2
ISIC_0055441,3
ISIC_0056682,2
ISIC_0064078,7
ISIC_0030426,2
ISIC_0072480,3
ISIC_0025159,2
ISIC_0068855,2
ISIC_0029557,5
ISIC_0028992,5
ISIC_0063896,2
ISIC_0069508,1
ISIC_0030619,2
ISIC_0029097,2
ISIC_0024454,3
ISIC_0032986,2
ISIC_0056620,5
ISIC_0060111,2
ISIC_0066252,2
ISIC_0029527,5
ISIC_0063028,2
ISIC_0034299,3
ISIC_0033643,1
ISIC_0059987,1
ISIC_0014029_downsampled,5
ISIC_0025606,7
ISIC_0054674,3
ISIC_0031712,3
ISIC_0024700,1
ISIC_0063914,2
ISIC_0011390,1
ISIC_0058869,2
ISIC_0028241,2
ISIC_0026081,1
ISIC_0027918,2
ISIC_0029473,1
ISIC_0025840,2
ISIC_0032385,2
ISIC_0032029,2
ISIC_0053671,1
ISIC_0025944,2
ISIC_0062345,4
ISIC_0062153,2
ISIC_0014846_downsampled,2
ISIC_0013577_downsampled,1
ISIC_0067274,1
ISIC_0033346,2
ISIC_0034195,2
ISIC_0009165_downsampled,2
ISIC_0025663,1
ISIC_0031849,2
ISIC_0014946_downsampled,1
ISIC_0029834,2
ISIC_0061842,2
ISIC_0014616_downsampled,5
ISIC_0056126,3
ISIC_0062685,3
ISIC_0055723,2
ISIC_0013395_downsampled,2
ISIC_0071945,2
ISIC_0002251_downsampled,2
ISIC_0010379,1
ISIC_0028575,2
ISIC_0030164,2
ISIC_0032890,7
ISIC_0029062,5
ISIC_0060230,4
ISIC_0053535,3
ISIC_0057349,3
ISIC_0033752,1
ISIC_0026071,2
ISIC_0067249,3
ISIC_0060506,1
ISIC_0012511_downsampled,2
ISIC_0025989,2
ISIC_0057586,4
ISIC_0028688,3
ISIC_0065277,2
ISIC_0058531,2
ISIC_0064304,2
ISIC_0057286,1
ISIC_0062524,1
ISIC_0064707,2
